,Rating_Multi
53017,1
53018,0
53019,1
53020,2
53021,2
53022,1
53023,1
53024,2
53025,1
53026,1
53027,2
53028,1
53029,2
53030,2
53031,2
53032,1
53033,2
53034,2
53035,0
53036,2
53037,1
53038,1
53039,2
53040,2
53041,0
53042,1
53043,1
53044,2
53045,1
53046,1
53047,2
53048,1
53049,2
53050,1
53051,1
53052,2
53053,1
53054,2
53055,2
53056,1
53057,2
53058,1
53059,1
53060,0
53061,2
53062,1
53063,1
53064,2
53065,1
53066,2
53067,2
53068,2
53069,2
53070,2
53071,2
53072,1
53073,1
53074,2
53075,2
53076,1
53077,2
53078,2
53079,2
53080,2
53081,1
53082,2
53083,2
53084,2
53085,2
53086,2
53087,2
53088,1
53089,2
53090,1
53091,2
53092,0
53093,2
53094,2
53095,1
53096,1
53097,2
53098,2
53099,2
53100,1
53101,2
53102,1
53103,2
53104,2
53105,2
53106,0
53107,1
53108,2
53109,2
53110,2
53111,0
53112,1
53113,1
53114,2
53115,0
53116,1
53117,2
53118,0
53119,2
53120,1
53121,2
53122,1
53123,2
53124,2
53125,2
53126,1
53127,2
53128,2
53129,1
53130,2
53131,0
53132,1
53133,2
53134,1
53135,2
53136,2
53137,2
53138,1
53139,2
53140,1
53141,1
53142,2
53143,1
53144,1
53145,0
53146,2
53147,1
53148,2
53149,0
53150,2
53151,2
53152,1
53153,1
53154,2
53155,2
53156,2
53157,2
53158,1
53159,2
53160,1
53161,1
53162,2
53163,1
53164,2
53165,1
53166,1
53167,2
53168,1
53169,0
53170,2
53171,2
53172,0
53173,1
53174,1
53175,1
53176,2
53177,1
53178,1
53179,2
53180,1
53181,0
53182,2
53183,1
53184,2
53185,2
53186,0
53187,1
53188,2
53189,1
53190,2
53191,1
53192,1
53193,2
53194,1
53195,2
53196,1
53197,2
53198,2
53199,1
53200,2
53201,1
53202,1
53203,2
53204,2
53205,1
53206,2
53207,1
53208,1
53209,2
53210,2
53211,1
53212,1
53213,2
53214,1
53215,2
53216,2
53217,0
53218,1
53219,1
53220,2
53221,0
53222,2
53223,1
53224,2
53225,2
53226,2
53227,2
53228,1
53229,1
53230,2
53231,0
53232,1
53233,1
53234,2
53235,2
53236,2
53237,1
53238,2
53239,1
53240,2
53241,2
53242,2
53243,2
53244,2
53245,2
53246,1
53247,1
53248,2
53249,1
53250,1
53251,1
53252,2
53253,1
53254,2
53255,2
53256,2
53257,2
53258,1
53259,1
53260,1
53261,1
53262,1
53263,2
53264,1
53265,2
53266,2
53267,1
53268,2
53269,2
53270,0
53271,2
53272,2
53273,1
53274,0
53275,1
53276,1
53277,0
53278,1
53279,1
53280,2
53281,1
53282,0
53283,0
53284,1
53285,1
53286,2
53287,2
53288,2
53289,2
53290,0
53291,2
53292,1
53293,1
53294,1
53295,2
53296,2
53297,2
53298,1
53299,1
53300,1
53301,1
53302,2
53303,1
53304,1
53305,2
53306,1
53307,2
53308,0
53309,1
53310,1
53311,1
53312,2
53313,2
53314,1
53315,2
53316,1
53317,2
53318,1
53319,2
53320,2
53321,1
53322,2
53323,0
53324,2
53325,1
53326,0
53327,2
53328,2
53329,1
53330,1
53331,1
53332,1
53333,2
53334,2
53335,2
53336,1
53337,1
53338,2
53339,1
53340,2
53341,1
53342,2
53343,2
53344,1
53345,2
53346,2
53347,2
53348,2
53349,0
53350,1
53351,2
53352,1
53353,2
53354,2
53355,2
53356,2
53357,0
53358,2
53359,2
53360,0
53361,2
53362,1
53363,2
53364,2
53365,2
53366,2
53367,2
53368,2
53369,2
53370,2
53371,1
53372,2
53373,1
53374,2
53375,1
53376,2
53377,0
53378,2
53379,2
53380,2
53381,2
53382,2
53383,0
53384,2
53385,2
53386,2
53387,1
53388,2
53389,1
53390,1
53391,2
53392,2
53393,2
53394,2
53395,2
53396,1
53397,2
53398,0
53399,1
53400,0
53401,1
53402,1
53403,2
53404,0
53405,2
53406,1
53407,2
53408,2
53409,1
53410,1
53411,2
53412,1
53413,2
53414,1
53415,0
53416,1
53417,2
53418,2
53419,0
53420,2
53421,2
53422,2
53423,0
53424,2
53425,1
53426,2
53427,2
53428,2
53429,2
53430,2
53431,2
53432,2
53433,1
53434,2
53435,2
53436,2
53437,1
53438,1
53439,2
53440,1
53441,2
53442,1
53443,2
53444,2
53445,0
53446,2
53447,2
53448,1
53449,2
53450,1
53451,1
53452,1
53453,1
53454,1
53455,2
53456,2
53457,1
53458,2
53459,2
53460,0
53461,2
53462,2
53463,1
53464,1
53465,2
53466,1
53467,2
53468,1
53469,2
53470,2
53471,2
53472,2
53473,2
53474,2
53475,2
53476,0
53477,1
53478,1
53479,2
53480,1
53481,1
53482,1
53483,1
53484,1
53485,2
53486,1
53487,1
53488,1
53489,2
53490,2
53491,2
53492,1
53493,1
53494,1
53495,1
53496,1
53497,1
53498,1
53499,1
53500,2
53501,2
53502,1
53503,2
53504,1
53505,2
53506,2
53507,1
53508,2
53509,1
53510,2
53511,2
53512,2
53513,1
53514,1
53515,2
53516,0
53517,1
53518,2
53519,2
53520,1
53521,1
53522,1
53523,1
53524,1
53525,2
53526,2
53527,1
53528,2
53529,2
53530,2
53531,2
53532,2
53533,1
53534,1
53535,0
53536,1
53537,2
53538,0
53539,1
53540,1
53541,1
53542,2
53543,1
53544,2
53545,2
53546,2
53547,1
53548,1
53549,2
53550,2
53551,2
53552,1
53553,2
53554,2
53555,2
53556,1
53557,1
53558,2
53559,1
53560,1
53561,2
53562,2
53563,2
53564,2
53565,2
53566,1
53567,2
53568,2
53569,1
53570,0
53571,1
53572,1
53573,1
53574,1
53575,1
53576,1
53577,1
53578,1
53579,1
53580,2
53581,1
53582,1
53583,2
53584,1
53585,2
53586,2
53587,1
53588,0
53589,2
53590,2
53591,1
53592,1
53593,1
53594,2
53595,0
53596,2
53597,1
53598,2
53599,1
53600,2
53601,2
53602,1
53603,2
53604,2
53605,1
53606,1
53607,0
53608,1
53609,1
53610,1
53611,2
53612,1
53613,2
53614,2
53615,2
53616,2
53617,1
53618,2
53619,2
53620,1
53621,1
53622,2
53623,2
53624,2
53625,1
53626,0
53627,1
53628,2
53629,2
53630,1
53631,0
53632,2
53633,2
53634,1
53635,1
53636,2
53637,2
53638,1
53639,2
53640,2
53641,2
53642,2
53643,1
53644,0
53645,2
53646,2
53647,1
53648,2
53649,1
53650,1
53651,2
53652,2
53653,2
53654,0
53655,0
53656,2
53657,1
53658,1
53659,1
53660,1
53661,1
53662,2
53663,2
53664,2
53665,1
53666,0
53667,1
53668,0
53669,0
53670,1
53671,2
53672,1
53673,2
53674,2
53675,1
53676,1
53677,0
53678,1
53679,1
53680,2
53681,2
53682,1
53683,2
53684,2
53685,2
53686,1
53687,2
53688,2
53689,2
53690,1
53691,2
53692,2
53693,2
53694,1
53695,2
53696,1
53697,1
53698,2
53699,1
53700,2
53701,1
53702,2
53703,0
53704,1
53705,1
53706,0
53707,1
53708,2
53709,0
53710,1
53711,2
53712,2
53713,2
53714,1
53715,1
53716,0
53717,0
53718,0
53719,2
53720,2
53721,2
53722,1
53723,2
53724,1
53725,1
53726,1
53727,2
53728,2
53729,0
53730,2
53731,2
53732,1
53733,2
53734,0
53735,1
53736,1
53737,1
53738,1
53739,1
53740,1
53741,2
53742,2
53743,2
53744,2
53745,2
53746,2
53747,1
53748,1
53749,2
53750,2
53751,1
53752,1
53753,2
53754,1
53755,2
53756,1
53757,1
53758,2
53759,1
53760,2
53761,1
53762,2
53763,1
53764,0
53765,1
53766,0
53767,0
53768,0
53769,2
53770,1
53771,1
53772,2
53773,1
53774,1
53775,1
53776,2
53777,0
53778,2
53779,0
53780,2
53781,1
53782,2
53783,1
53784,1
53785,1
53786,2
53787,1
53788,0
53789,2
53790,1
53791,2
53792,2
53793,1
53794,1
53795,2
53796,2
53797,2
53798,2
53799,2
53800,1
53801,2
53802,1
53803,1
53804,1
53805,2
53806,2
53807,2
53808,1
53809,2
53810,2
53811,2
53812,0
53813,1
53814,2
53815,2
53816,2
53817,2
53818,1
53819,1
53820,1
53821,2
53822,2
53823,2
53824,2
53825,0
53826,2
53827,2
53828,1
53829,1
53830,1
53831,2
53832,1
53833,2
53834,0
53835,1
53836,2
53837,2
53838,1
53839,2
53840,2
53841,2
53842,1
53843,2
53844,0
53845,1
53846,1
53847,2
53848,2
53849,1
53850,2
53851,1
53852,1
53853,1
53854,1
53855,1
53856,0
53857,1
53858,2
53859,1
53860,2
53861,2
53862,2
53863,1
53864,2
53865,2
53866,2
53867,1
53868,2
53869,2
53870,1
53871,0
53872,2
53873,2
53874,2
53875,1
53876,2
53877,2
53878,1
53879,1
53880,2
53881,1
53882,2
53883,1
53884,2
53885,2
53886,1
53887,2
53888,2
53889,1
53890,0
53891,1
53892,1
53893,1
53894,1
53895,2
53896,1
53897,2
53898,0
53899,2
53900,2
53901,2
53902,2
53903,1
53904,1
53905,2
53906,2
53907,1
53908,1
53909,1
53910,1
53911,2
53912,2
53913,2
53914,2
53915,2
53916,2
53917,0
53918,2
53919,1
53920,2
53921,2
53922,2
53923,2
53924,1
53925,1
53926,1
53927,2
53928,1
53929,2
53930,2
53931,2
53932,0
53933,1
53934,1
53935,1
53936,2
53937,2
53938,1
53939,2
53940,1
53941,1
53942,1
53943,1
53944,1
53945,1
53946,2
53947,1
53948,0
53949,0
53950,2
53951,2
53952,2
53953,1
53954,0
53955,2
53956,1
53957,0
53958,2
53959,1
53960,2
53961,1
53962,2
53963,1
53964,0
53965,2
53966,2
53967,1
53968,2
53969,2
53970,1
53971,1
53972,2
53973,2
53974,2
53975,1
53976,2
53977,2
53978,2
53979,2
53980,2
53981,2
53982,1
53983,1
53984,1
53985,2
53986,1
53987,2
53988,2
53989,1
53990,2
53991,1
53992,0
53993,2
53994,2
53995,2
53996,2
53997,2
53998,2
53999,2
54000,2
54001,2
54002,1
54003,1
54004,2
54005,2
54006,1
54007,2
54008,2
54009,1
54010,2
54011,0
54012,2
54013,0
54014,1
54015,2
54016,1
54017,1
54018,1
54019,1
54020,2
54021,2
54022,1
54023,2
54024,2
54025,1
54026,2
54027,2
54028,1
54029,2
54030,2
54031,2
54032,2
54033,1
54034,2
54035,1
54036,2
54037,2
54038,2
54039,1
54040,1
54041,0
54042,1
54043,2
54044,2
54045,1
54046,2
54047,1
54048,1
54049,2
54050,1
54051,1
54052,2
54053,2
54054,1
54055,1
54056,2
54057,0
54058,1
54059,0
54060,1
54061,2
54062,2
54063,2
54064,1
54065,1
54066,2
54067,1
54068,2
54069,2
54070,2
54071,2
54072,2
54073,2
54074,1
54075,2
54076,1
54077,0
54078,2
54079,0
54080,2
54081,1
54082,1
54083,1
54084,2
54085,0
54086,2
54087,2
54088,1
54089,1
54090,2
54091,2
54092,2
54093,1
54094,2
54095,2
54096,1
54097,2
54098,1
54099,2
54100,2
54101,1
54102,2
54103,2
54104,1
54105,1
54106,0
54107,1
54108,0
54109,2
54110,1
54111,1
54112,2
54113,2
54114,1
54115,1
54116,2
54117,1
54118,1
54119,2
54120,1
54121,2
54122,2
54123,1
54124,2
54125,1
54126,1
54127,2
54128,2
54129,1
54130,2
54131,1
54132,1
54133,1
54134,2
54135,0
54136,2
54137,2
54138,2
54139,2
54140,1
54141,1
54142,2
54143,1
54144,0
54145,2
54146,1
54147,2
54148,0
54149,2
54150,2
54151,2
54152,2
54153,1
54154,2
54155,1
54156,2
54157,1
54158,2
54159,2
54160,2
54161,1
54162,1
54163,1
54164,1
54165,1
54166,2
54167,0
54168,1
54169,1
54170,2
54171,2
54172,1
54173,0
54174,2
54175,2
54176,1
54177,2
54178,2
54179,2
54180,2
54181,0
54182,2
54183,1
54184,1
54185,2
54186,1
54187,2
54188,2
54189,2
54190,2
54191,1
54192,1
54193,1
54194,2
54195,2
54196,2
54197,1
54198,1
54199,2
54200,0
54201,0
54202,2
54203,1
54204,1
54205,2
54206,1
54207,2
54208,2
54209,2
54210,1
54211,1
54212,2
54213,2
54214,1
54215,2
54216,1
54217,0
54218,2
54219,1
54220,2
54221,1
54222,1
54223,1
54224,1
54225,2
54226,2
54227,2
54228,1
54229,1
54230,1
54231,2
54232,1
54233,1
54234,0
54235,0
54236,2
54237,0
54238,1
54239,0
54240,2
54241,1
54242,2
54243,1
54244,1
54245,1
54246,1
54247,1
54248,2
54249,2
54250,2
54251,2
54252,1
54253,2
54254,1
54255,1
54256,1
54257,2
54258,1
54259,0
54260,2
54261,1
54262,1
54263,1
54264,1
54265,2
54266,1
54267,2
54268,2
54269,2
54270,2
54271,2
54272,1
54273,1
54274,1
54275,2
54276,1
54277,2
54278,2
54279,1
54280,1
54281,1
54282,0
54283,2
54284,2
54285,2
54286,1
54287,1
54288,2
54289,2
54290,1
54291,0
54292,2
54293,1
54294,2
54295,2
54296,2
54297,2
54298,2
54299,1
54300,2
54301,2
54302,2
54303,2
54304,2
54305,1
54306,1
54307,2
54308,2
54309,2
54310,2
54311,2
54312,2
54313,1
54314,1
54315,1
54316,2
54317,0
54318,0
54319,1
54320,2
54321,2
54322,1
54323,1
54324,2
54325,1
54326,2
54327,0
54328,1
54329,2
54330,1
54331,1
54332,1
54333,2
54334,2
54335,0
54336,2
54337,1
54338,2
54339,2
54340,2
54341,2
54342,2
54343,2
54344,2
54345,2
54346,1
54347,1
54348,1
54349,2
54350,2
54351,2
54352,2
54353,1
54354,2
54355,1
54356,2
54357,2
54358,2
54359,1
54360,1
54361,0
54362,2
54363,2
54364,1
54365,1
54366,1
54367,2
54368,2
54369,2
54370,2
54371,2
54372,2
54373,1
54374,1
54375,2
54376,2
54377,2
54378,1
54379,2
54380,0
54381,2
54382,1
54383,2
54384,2
54385,1
54386,1
54387,1
54388,0
54389,1
54390,1
54391,2
54392,2
54393,2
54394,2
54395,2
54396,2
54397,1
54398,1
54399,1
54400,2
54401,1
54402,2
54403,2
54404,2
54405,2
54406,1
54407,1
54408,1
54409,1
54410,1
54411,2
54412,1
54413,2
54414,2
54415,2
54416,2
54417,1
54418,2
54419,2
54420,2
54421,2
54422,1
54423,0
54424,2
54425,2
54426,2
54427,1
54428,2
54429,1
54430,2
54431,0
54432,2
54433,1
54434,0
54435,2
54436,2
54437,2
54438,2
54439,2
54440,1
54441,2
54442,1
54443,1
54444,1
54445,1
54446,2
54447,1
54448,0
54449,2
54450,2
54451,2
54452,2
54453,2
54454,2
54455,2
54456,1
54457,2
54458,2
54459,2
54460,2
54461,2
54462,2
54463,2
54464,2
54465,2
54466,2
54467,2
54468,2
54469,2
54470,2
54471,1
54472,2
54473,2
54474,2
54475,2
54476,2
54477,2
54478,2
54479,2
54480,2
54481,2
54482,2
54483,2
54484,2
54485,2
54486,2
54487,2
54488,2
54489,2
54490,2
54491,2
54492,2
54493,2
54494,2
54495,2
54496,2
54497,2
54498,2
54499,2
54500,1
54501,2
54502,2
54503,2
54504,2
54505,2
54506,2
54507,2
54508,2
54509,2
54510,2
54511,2
54512,1
54513,2
54514,2
54515,2
54516,2
54517,2
54518,2
54519,2
54520,2
54521,2
54522,2
54523,2
54524,2
54525,2
54526,2
54527,2
54528,2
54529,2
54530,2
54531,2
54532,2
54533,2
54534,2
54535,2
54536,2
54537,2
54538,2
54539,2
54540,2
54541,2
54542,2
54543,2
54544,2
54545,2
54546,2
54547,2
54548,2
54549,2
54550,2
54551,1
54552,2
54553,2
54554,2
54555,2
54556,2
54557,2
54558,2
54559,2
54560,2
54561,2
54562,2
54563,2
54564,2
54565,2
54566,2
54567,2
54568,2
54569,2
54570,2
54571,2
54572,2
54573,2
54574,2
54575,2
54576,2
54577,2
54578,2
54579,2
54580,2
54581,2
54582,2
54583,2
54584,2
54585,2
54586,2
54587,2
54588,2
54589,2
54590,2
54591,2
54592,2
54593,2
54594,2
54595,2
54596,2
54597,2
54598,2
54599,2
54600,2
54601,2
54602,2
54603,2
54604,2
54605,2
54606,2
54607,2
54608,2
54609,2
54610,2
54611,2
54612,2
54613,2
54614,2
54615,2
54616,2
54617,2
54618,2
54619,2
54620,2
54621,2
54622,2
54623,2
54624,2
54625,2
54626,2
54627,2
54628,2
54629,2
54630,2
54631,2
54632,2
54633,2
54634,2
54635,2
54636,2
54637,2
54638,2
54639,2
54640,2
54641,2
54642,2
54643,2
54644,2
54645,1
54646,2
54647,2
54648,2
54649,2
54650,2
54651,2
54652,2
54653,2
54654,2
54655,2
54656,2
54657,2
54658,1
54659,2
54660,2
54661,2
54662,2
54663,2
54664,1
54665,1
54666,2
54667,2
54668,2
54669,2
54670,2
54671,2
54672,2
54673,1
54674,2
54675,2
54676,2
54677,2
54678,2
54679,1
54680,2
54681,2
54682,2
54683,2
54684,2
54685,2
54686,1
54687,2
54688,2
54689,2
54690,2
54691,2
54692,2
54693,2
54694,2
54695,2
54696,2
54697,2
54698,2
54699,2
54700,1
54701,1
54702,1
54703,1
54704,2
54705,2
54706,2
54707,2
54708,2
54709,2
54710,2
54711,2
54712,1
54713,2
54714,2
54715,2
54716,2
54717,2
54718,2
54719,2
54720,2
54721,2
54722,0
54723,2
54724,2
54725,2
54726,2
54727,2
54728,0
54729,2
54730,2
54731,2
54732,2
54733,0
54734,0
54735,0
54736,2
54737,2
54738,2
54739,2
54740,2
54741,2
54742,2
54743,2
54744,2
54745,1
54746,2
54747,2
54748,2
54749,2
54750,2
54751,2
54752,2
54753,2
54754,2
54755,2
54756,2
54757,2
54758,1
54759,1
54760,2
54761,1
54762,2
54763,2
54764,2
54765,1
54766,1
54767,2
54768,1
54769,2
54770,1
54771,1
54772,2
54773,2
54774,1
54775,2
54776,2
54777,2
54778,1
54779,2
54780,2
54781,2
54782,2
54783,2
54784,2
54785,2
54786,2
54787,2
54788,2
54789,2
54790,2
54791,2
54792,2
54793,2
54794,2
54795,2
54796,2
54797,1
54798,2
54799,2
54800,2
54801,2
54802,1
54803,2
54804,1
54805,2
54806,2
54807,2
54808,2
54809,2
54810,2
54811,2
54812,2
54813,2
54814,1
54815,2
54816,2
54817,2
54818,1
54819,2
54820,2
54821,2
54822,2
54823,2
54824,2
54825,1
54826,1
54827,1
54828,2
54829,2
54830,2
54831,2
54832,2
54833,2
54834,2
54835,2
54836,2
54837,1
54838,2
54839,2
54840,2
54841,1
54842,2
54843,2
54844,1
54845,2
54846,2
54847,2
54848,2
54849,2
54850,2
54851,2
54852,2
54853,2
54854,2
54855,1
54856,2
54857,2
54858,2
54859,2
54860,2
54861,2
54862,2
54863,2
54864,2
54865,2
54866,2
54867,2
54868,2
54869,2
54870,2
54871,2
54872,2
54873,2
54874,2
54875,2
54876,2
54877,2
54878,2
54879,2
54880,1
54881,2
54882,2
54883,2
54884,2
54885,1
54886,2
54887,2
54888,2
54889,2
54890,2
54891,2
54892,2
54893,2
54894,2
54895,2
54896,2
54897,2
54898,1
54899,2
54900,2
54901,2
54902,2
54903,2
54904,2
54905,2
54906,2
54907,2
54908,1
54909,2
54910,2
54911,2
54912,2
54913,2
54914,2
54915,1
54916,2
54917,1
54918,1
54919,2
54920,2
54921,2
54922,2
54923,2
54924,2
54925,2
54926,2
54927,2
54928,1
54929,2
54930,2
54931,2
54932,2
54933,2
54934,2
54935,1
54936,2
54937,2
54938,1
54939,2
54940,2
54941,2
54942,2
54943,2
54944,2
54945,2
54946,2
54947,2
54948,2
54949,2
54950,1
54951,2
54952,2
54953,2
54954,1
54955,1
54956,1
54957,2
54958,2
54959,2
54960,2
54961,2
54962,2
54963,2
54964,2
54965,2
54966,2
54967,2
54968,2
54969,2
54970,2
54971,2
54972,2
54973,2
54974,2
54975,2
54976,1
54977,1
54978,2
54979,2
54980,2
54981,2
54982,2
54983,2
54984,2
54985,1
54986,2
54987,1
54988,2
54989,2
54990,2
54991,1
54992,2
54993,2
54994,2
54995,2
54996,2
54997,2
54998,2
54999,1
55000,1
55001,2
55002,2
55003,2
55004,2
55005,2
55006,2
55007,2
55008,2
55009,1
55010,1
55011,1
55012,1
55013,2
55014,2
55015,2
55016,2
55017,2
55018,1
55019,2
55020,2
55021,1
55022,1
55023,1
55024,1
55025,2
55026,2
55027,2
55028,2
55029,2
55030,1
55031,2
55032,2
55033,1
55034,2
55035,2
55036,1
55037,2
55038,1
55039,2
55040,2
55041,1
55042,2
55043,2
55044,0
55045,0
55046,1
55047,0
55048,0
55049,0
55050,0
55051,0
55052,0
55053,0
55054,1
55055,0
55056,0
55057,1
55058,1
55059,1
55060,0
55061,0
55062,0
55063,1
55064,0
55065,1
55066,0
55067,0
55068,1
55069,1
55070,1
55071,0
55072,0
55073,0
55074,0
55075,1
55076,0
55077,1
55078,0
55079,0
55080,1
55081,0
55082,0
55083,0
55084,1
55085,1
55086,1
55087,1
55088,0
55089,0
55090,0
55091,0
55092,1
55093,0
55094,1
55095,0
55096,0
55097,1
55098,0
55099,1
55100,0
55101,1
55102,1
55103,0
55104,0
55105,1
55106,0
55107,0
55108,1
55109,0
55110,0
55111,1
55112,0
55113,1
55114,1
55115,0
55116,0
55117,0
55118,0
55119,1
55120,0
55121,0
55122,0
55123,1
55124,0
55125,1
55126,1
55127,1
55128,1
55129,0
55130,0
55131,0
55132,1
55133,1
55134,2
55135,2
55136,1
55137,0
55138,1
55139,2
55140,1
55141,2
55142,2
55143,2
55144,1
55145,1
55146,2
55147,1
55148,0
55149,0
55150,2
55151,1
55152,2
55153,0
55154,1
55155,1
55156,1
55157,2
55158,1
55159,0
55160,0
55161,1
55162,2
55163,2
55164,1
55165,2
55166,1
55167,1
55168,1
55169,2
55170,1
55171,2
55172,2
55173,1
55174,1
55175,1
55176,1
55177,2
55178,2
55179,0
55180,0
55181,1
55182,0
55183,2
55184,1
55185,2
55186,2
55187,2
55188,1
55189,1
55190,2
55191,2
55192,2
55193,1
55194,2
55195,1
55196,1
55197,1
55198,2
55199,2
55200,2
55201,2
55202,1
55203,2
55204,2
55205,1
55206,1
55207,2
55208,2
55209,1
55210,2
55211,1
55212,1
55213,2
55214,1
55215,2
55216,2
55217,1
55218,1
55219,1
55220,0
55221,1
55222,1
55223,0
55224,1
55225,2
55226,2
55227,1
55228,2
55229,2
55230,2
55231,2
55232,2
55233,1
55234,0
55235,1
55236,1
55237,2
55238,1
55239,1
55240,2
55241,2
55242,1
55243,1
55244,2
55245,1
55246,1
55247,1
55248,1
55249,1
55250,2
55251,2
55252,2
55253,2
55254,1
55255,1
55256,1
55257,2
55258,1
55259,2
55260,1
55261,1
55262,2
55263,0
55264,1
55265,1
55266,1
55267,1
55268,1
55269,2
55270,1
55271,1
55272,1
55273,1
55274,2
55275,1
55276,1
55277,0
55278,2
55279,0
55280,2
55281,2
55282,2
55283,1
55284,0
55285,2
55286,1
55287,1
55288,1
55289,1
55290,2
55291,1
55292,1
55293,1
55294,1
55295,1
55296,1
55297,1
55298,2
55299,2
55300,1
55301,2
55302,1
55303,1
55304,2
55305,1
55306,1
55307,2
55308,1
55309,1
55310,0
55311,1
55312,1
55313,1
55314,2
55315,1
55316,1
55317,1
55318,0
55319,1
55320,2
55321,2
55322,0
55323,2
55324,1
55325,1
55326,1
55327,2
55328,2
55329,0
55330,1
55331,2
55332,1
55333,1
55334,2
55335,2
55336,1
55337,0
55338,2
55339,1
55340,2
55341,1
55342,1
55343,2
55344,2
55345,2
55346,1
55347,0
55348,1
55349,1
55350,0
55351,1
55352,2
55353,0
55354,1
55355,1
55356,1
55357,1
55358,2
55359,1
55360,2
55361,0
55362,1
55363,2
55364,1
55365,1
55366,1
55367,2
55368,2
55369,1
55370,1
55371,1
55372,2
55373,0
55374,1
55375,2
55376,2
55377,2
55378,2
55379,1
55380,1
55381,0
55382,1
55383,0
55384,1
55385,1
55386,2
55387,1
55388,2
55389,1
55390,1
55391,2
55392,2
55393,1
55394,1
55395,1
55396,2
55397,1
55398,1
55399,2
55400,1
55401,2
55402,2
55403,2
55404,0
55405,1
55406,1
55407,0
55408,2
55409,0
55410,1
55411,1
55412,2
55413,1
55414,1
55415,2
55416,0
55417,1
55418,0
55419,2
55420,1
55421,1
55422,1
55423,1
55424,0
55425,2
55426,1
55427,2
55428,0
55429,2
55430,1
55431,2
55432,1
55433,1
55434,1
55435,1
55436,1
55437,1
55438,2
55439,0
55440,1
55441,1
55442,1
55443,1
55444,2
55445,2
55446,2
55447,1
55448,2
55449,1
55450,2
55451,2
55452,1
55453,0
55454,1
55455,1
55456,2
55457,2
55458,2
55459,1
55460,1
55461,1
55462,1
55463,1
55464,1
55465,0
55466,2
55467,0
55468,1
55469,1
55470,1
55471,2
55472,1
55473,2
55474,0
55475,1
55476,2
55477,2
55478,1
55479,2
55480,1
55481,1
55482,2
55483,0
55484,2
55485,2
55486,1
55487,1
55488,0
55489,1
55490,1
55491,1
55492,2
55493,2
55494,2
55495,1
55496,2
55497,1
55498,2
55499,1
55500,2
55501,0
55502,1
55503,1
55504,2
55505,2
55506,2
55507,1
55508,1
55509,2
55510,2
55511,1
55512,0
55513,2
55514,0
55515,0
55516,2
55517,2
55518,1
55519,0
55520,2
55521,2
55522,1
55523,2
55524,0
55525,1
55526,1
55527,1
55528,1
55529,2
55530,1
55531,1
55532,0
55533,0
55534,2
55535,2
55536,2
55537,1
55538,2
55539,1
55540,0
55541,2
55542,0
55543,2
55544,2
55545,2
55546,1
55547,2
55548,1
55549,0
55550,1
55551,0
55552,1
55553,1
55554,1
55555,2
55556,0
55557,1
55558,1
55559,1
55560,0
55561,2
55562,2
55563,1
55564,1
55565,2
55566,1
55567,1
55568,1
55569,1
55570,2
55571,1
55572,1
55573,1
55574,2
55575,1
55576,1
55577,1
55578,1
55579,1
55580,0
55581,2
55582,1
55583,1
55584,1
55585,1
55586,1
55587,1
55588,1
55589,0
55590,0
55591,2
55592,1
55593,0
55594,1
55595,2
55596,2
55597,2
55598,2
55599,2
55600,1
55601,2
55602,2
55603,1
55604,2
55605,1
55606,2
55607,2
55608,1
55609,1
55610,2
55611,2
55612,1
55613,1
55614,1
55615,2
55616,1
55617,0
55618,2
55619,2
55620,2
55621,1
55622,1
55623,1
55624,1
55625,2
55626,2
55627,2
55628,1
55629,2
55630,1
55631,1
55632,2
55633,2
55634,1
55635,1
55636,1
55637,1
55638,1
55639,1
55640,2
55641,2
55642,2
55643,1
55644,1
55645,0
55646,2
55647,2
55648,2
55649,2
55650,2
55651,2
55652,1
55653,2
55654,1
55655,2
55656,2
55657,1
55658,2
55659,1
55660,1
55661,2
55662,2
55663,2
55664,1
55665,2
55666,1
55667,0
55668,1
55669,2
55670,2
55671,2
55672,1
55673,1
55674,1
55675,2
55676,2
55677,2
55678,1
55679,2
55680,1
55681,2
55682,1
55683,2
55684,2
55685,2
55686,2
55687,2
55688,1
55689,2
55690,2
55691,2
55692,2
55693,2
55694,2
55695,2
55696,1
55697,2
55698,2
55699,2
55700,2
55701,2
55702,2
55703,2
55704,1
55705,2
55706,2
55707,2
55708,2
55709,2
55710,2
55711,2
55712,2
55713,1
55714,1
55715,2
55716,2
55717,2
55718,2
55719,2
55720,2
55721,1
55722,2
55723,2
55724,1
55725,2
55726,2
55727,2
55728,2
55729,2
55730,1
55731,2
55732,1
55733,1
55734,1
55735,1
55736,1
55737,2
55738,1
55739,2
55740,1
55741,1
55742,1
55743,2
55744,2
55745,1
55746,0
55747,1
55748,0
55749,1
55750,1
55751,1
55752,2
55753,1
55754,2
55755,1
55756,1
55757,1
55758,1
55759,1
55760,1
55761,1
55762,1
55763,1
55764,1
55765,0
55766,1
55767,1
55768,1
55769,0
55770,0
55771,1
55772,1
55773,1
55774,1
55775,0
55776,0
55777,1
55778,1
55779,1
55780,1
55781,0
55782,1
55783,1
55784,1
55785,1
55786,1
55787,1
55788,1
55789,1
55790,1
55791,1
55792,1
55793,0
55794,0
55795,1
55796,1
55797,1
55798,0
55799,0
55800,1
55801,1
55802,1
55803,1
55804,1
55805,1
55806,0
55807,0
55808,0
55809,0
55810,0
55811,1
55812,1
55813,1
55814,0
